위도,경도,name,name:ko,highway,public_transport
35.1271976,126.2696113,학송1리(학송),학송1리(학송),bus_stop,platform
35.1237933,126.2650649,학송2리(송전),학송2리(송전),bus_stop,platform
35.1104334,126.2945565,석용3리(감정),석용3리(감정),bus_stop,platform
35.1104334,126.2945565,석용2리(용흥),석용2리(용흥),bus_stop,platform
35.1108221,126.2615076,임수2리(수포),임수2리(수포),bus_stop,platform
35.1087192,126.263067,임수2리(수포),임수2리(수포),bus_stop,platform
35.1061915,126.2673213,임수2리(수포),임수2리(수포),bus_stop,platform
34.9779677,126.3583083,하묘1리(두곡),하묘1리(두곡),bus_stop,platform
34.9844853,126.3620485,하묘2리(꽃회사),하묘2리(꽃회사),bus_stop,platform
34.9705947,126.3521188,하묘2리(둔전),하묘2리(둔전),bus_stop,platform
34.9648032,126.3489008,하묘3리(팔학),하묘3리(팔학),bus_stop,platform
34.9673677,126.350311,하묘4리(원하묘),하묘4리(원하묘),bus_stop,platform
34.9766261,126.3560814,하묘5리(신촌),하묘5리(신촌),bus_stop,platform
34.9690696,126.3196948,내1리(내동),내1리(내동),bus_stop,platform
34.9721168,126.3019298,내2리(원동),내2리(원동),bus_stop,platform
34.9692891,126.2986278,내4리(신월),내4리(신월),bus_stop,platform
34.965577,126.2976972,내4리(신월),내4리(신월),bus_stop,platform
34.972164,126.3131405,내5리(신흥),내5리(신흥),bus_stop,platform
34.9725662,126.3065502,내5리(신흥),내5리(신흥),bus_stop,platform
34.9608005,126.3249557,내3리(학선암),내3리(학선암),bus_stop,platform
34.9599645,126.3393655,연1리(운남동),연1리(운남동),bus_stop,platform
34.9634329,126.3241467,연6리(자작),연6리(자작),bus_stop,platform
